Date,Unnamed: 0,Unnamed: 0.1,percent,label_index
2017년08월28일(월),16305.5,16305.5,82.41916666666667,-0.5
2017년08월29일(화),16293.0,16293.0,91.81769230769231,-0.9230769230769231
2017년08월30일(수),16281.0,16281.0,79.3009090909091,0.0
2017년08월31일(목),16268.5,16268.5,82.81500000000001,-0.5
2017년09월01일(금),16256.5,16256.5,88.791,-0.6
2017년09월04일(월),16244.0,16244.0,86.06333333333333,-0.6666666666666666
2017년09월05일(화),16230.5,16230.5,89.8575,-0.5833333333333334
2017년09월06일(수),16219.0,16219.0,86.4609090909091,-0.6363636363636364
2017년09월07일(목),16207.0,16207.0,75.63846153846154,0.07692307692307693
2017년09월08일(금),16194.5,16194.5,81.6825,-0.16666666666666666
2017년09월11일(월),16183.0,16183.0,79.15181818181817,0.18181818181818182
2017년09월12일(화),16170.5,16170.5,79.33142857142857,-0.2857142857142857
2017년09월13일(수),16157.5,16157.5,85.82666666666667,-0.3333333333333333
2017년09월14일(목),16145.0,16145.0,77.34076923076924,-0.07692307692307693
2017년09월15일(금),16133.0,16133.0,76.17363636363636,-0.2727272727272727
2017년09월18일(월),16122.5,16122.5,68.299,0.5
2017년09월19일(화),16112.0,16112.0,66.89272727272727,0.09090909090909091
2017년09월20일(수),16101.0,16101.0,77.5490909090909,-0.18181818181818182
2017년09월21일(목),16087.5,16087.5,82.2375,-0.3125
2017년09월22일(금),16074.0,16074.0,91.00818181818182,-0.6363636363636364
2017년09월25일(월),16062.0,16062.0,84.85615384615386,-0.5384615384615384
2017년09월26일(화),16050.0,16050.0,80.05636363636364,-0.45454545454545453
2017년09월27일(수),16039.0,16039.0,84.03909090909092,-0.45454545454545453
2017년09월28일(목),16026.5,16026.5,91.15214285714285,-0.8571428571428571
2017년09월29일(금),16012.0,16012.0,82.236,-0.06666666666666667
2017년10월02일(월),16001.0,16001.0,79.67714285714285,0.0
2017년10월03일(화),15995.0,15995.0,82.704,0.6
2017년10월04일(수),15989.5,15989.5,71.13166666666667,0.5
